Title,Description,Time,Vader_Sentiment,TextBlob_Sentiment,FinBERT_Sentiment
SugarCRM launches SugarPredict to take the guesswork out of sales with AI for all,"Cupertino, California -Media OutReach - 28 January 2021 - SugarCRM Inc., the innovator of time-aware CX, today announced the launch of SugarPredict, the first data-fueled AI for CRM. SugarPredict delivers new levels of prediction accuracy without the time, cost, and technical expertise typically required for companies to take advantage of AI.",2021-01-28,0.4767,0.054924242424242424,neutral
New initiatives launched at Electronics Industry Day to attract talent to job opportunities in the sector,"SINGAPORE - Media OutReach - 27 January 2021 - Singapore Semiconductor Industry Association (SSIA) is partnering JTC and e2i, electronics companies, academia, to launch a series of new initiatives to attract and retain talent, as well as make the electronics sector an attractive environment to work in. Even as many sectors scaled back in 2020, the electronics and semiconductor industry remains resilient. It continues to create good job opportunities and offer a variety of roles to shape the future of technology.",2021-01-28,0.9517,0.35606060606060613,neutral
"IFTA opens applications for FinTech Achievement Awards 2020, advocating further advancement in FinTech industry under new norms","HONG KONG SAR - Media OutReach - 27 January 2021 - Application for The IFTA FinTech Achievement Awards 2020 (the ""Awards"") has been officially kicked off now. Organised by the Institute of Financial Technologists of Asia (""IFTA""), the Awards is now running for its 3rd year to celebrate the significant achievements made worldwide in the realm of FinTech and the application opens to both individuals and institutions of different natures.",2021-01-28,0.9118,0.09375,negative
Apple promotes production in Vietnam and India,"Apple ramps up iPhone and iPad output shift to India and Vietnam, including Macs, AirPods, and more",2021-01-28,0.0,0.5,negative
Intel pours additional US$475 mln into Vietnam,Intel Corporation has invested a total of 1.5 billion USD to develop its factory system in Vietnam to date.,2021-01-28,0.0,0.0,negative
MC Payment poised to become Singapore’s first listed digital payments firm,"SINGAPORE - Media OutReach - 26 January 2021 - Artivision Technologies Ltd. (SGX:5NK) (""Artivision"", the ""Company"" or the ""Group"") shareholders approved the proposed reverse takeover (RTO) of electronic payments company, Mobile Credit Payment Pte. Ltd. (""MC Payment""), at an Extraordinary General Meeting (EGM) in Singapore last Friday. With the expected completion of the acquisition on 18 February 2021, Artivision will be renamed MC Payment Limited, and is set to become the first listed digital payments services firm on the SGX-ST.",2021-01-27,0.6808,0.03273809523809524,negative
Dachser increases capacity of its air network for 2021,"HONG KONG SAR - Media OutReach - 27 January 2021 - Starting in mid-January, logistics service provider Dachser continues its weekly air charter from Hong Kong to Frankfurt. This route will now become a year-round service providing shippers with a reliable transport solution.",2021-01-27,0.5267,0.0,negative
Indian investment in Vietnam stays modest: official,"Indian foreign direct investment in Vietnam is relatively modest because of lack of trade promotion activities, says a deputy minister of planning and investment.",2021-01-27,-0.3182,0.025000000000000005,positive
Thai investors interested in business opportunities in Vietnam,"Investment opportunities were at centre stage of a press conference held in Bangkok, on January 26 as part of a series of events marking the 45th anniversary of diplomatic relations between Thailand and Vietnam. Vietnam is still a destination for foreign investment, including Thailand because it is a large and growing market, said the Spokesman of the Foreign Ministry of Thailand.",2021-01-27,0.5106,-0.01190476190476191,negative
Russian firm plans to build US$1.4 billion pork-processing complex in Vietnam,AVG Capital Partners plans to build a US$1.4 billion pork-processing complex in Thanh Hoa province including farm raising 5 million pigs a year.,2021-01-27,0.0,-0.3,negative
Bangkok Post highlights Vietnam's clever rice strategy,Bangkok Post of Thailand recently ran an article by Thai expert Suwatchai Songwanichi shedding light on the general quality of Vietnamese rice.,2021-01-27,0.0,0.15000000000000002,positive
Netherlands – Vietnam Sustainable Business Event for the Mekong Delta,"The Netherlands Embassy and Consulate General in Vietnam organized the Vietnam Sustainable Business Event for the Mekong Delta on January 25, where distinctive projects and collaboration in agriculture, water, and circular economy are celebrated.",2021-01-27,0.5719,0.2,negative
"2G, 3G phones not allowed to be imported into Vietnam starting July 1","Starting July 1, phones manufactured in or imported into Vietnam must be integrated with E-UTRA technology (4G technology).",2021-01-26,0.0,0.0,negative
Global Times: Vietnam – a rising star in Southeast Asia,"In its latest ""Asia Economics Quarterly"" report, the Hong Kong Shanghai Banking Corporation (HSBC) said Vietnam posted the fastest growth in Asia in 2020 and will once again be among the star performers in the region in 2021.",2021-01-26,0.3818,0.5,neutral
COVID-19 costs Hanoi’s tourism $3.6 billion,The capital city lost about $3.6 billion in tourism revenue last year due to the impact of the COVID-19.,2021-01-24,-0.3182,-0.0625,positive
Vietnam to grow 6.8 pct a year in the next five years,Vietnam can see an annual growth of up to 6.8 percent in the 2021-2025 period if the global economy recovers from Covid-19 impacts. - VnExpress International,2021-01-23,0.3818,0.0,neutral
Foreign investors expected to enter Vietnam following Foxconn,Foxconn's Fukang Technology factory project received an investment registration certificate from Bac Giang province is a big step of the corporation’s production expansion path in Vietnam.,2021-01-23,0.0,0.0,negative
Another metro line in Hanoi conducts trial run,The first train to operate on the Nhon-Hanoi Station railway conducted a trial run in the morning of January 22.,2021-01-23,0.0,0.25,negative
Vietnam facilitates Indian investments: official,"Vietnam always welcomes and creates optimal conditions for Indian firms to invest in such spheres as processing, manufacturing and auto support industries, along with IT, renewable energy, high-tech agriculture, health care and infrastructure.",2021-01-23,0.9231,0.0,negative
Vietnam records US$250 million trade deficit in first half of January,"During the first half of January, Vietnam records a trade deficit of US$250 million, according to statistics compiled by the General Department of Vietnam Customs.",2021-01-22,-0.4019,0.04444444444444445,negative
CBRE: HCMC among top picks for cross-border investments in Asia-Pacific,"Ho Chi Minh City has already been on the radar of investors in recent years, especially those who are looking to invest in Southeast Asia.",2021-01-22,0.0,0.0,negative
Vietnam to become 'global base' for phone and laptop production,Several Samsung and Apple products are all being produced in Vietnam. It is expected that there will be many other leading technology brands to move their production line to the country.,2021-01-21,0.0,0.06875,negative
Vietnam - one of the few countries to record positive GDP growth in 2020,Vietnam has successfully achieved the double goals of containing COVID-19 virus and achieving significant economic growth 2.91% in 2020 – one of the few countries in the world to record positive GDP growth in 2020.,2021-01-21,0.9153,0.22537878787878787,neutral
Government plans to invest US$345 million to bail out Vietnam Airlines,The State Capital Investment Corporation (SCIC) plans to invest 8 trillion VND (US$ 345.49 million) in Vietnam Airlines JSC (HVN) through a rights issue.,2021-01-20,0.0,0.0,negative
Japanese expert praises Vietnam’s COVID-19 containment and miraculous economic growth,Director of Japan’s Vietnam Economic Research Institute (VERI) Hiroyuki Moribe said Vietnam’s great economic potential and achievements in containing COVID-19 are miracles.,2021-01-19,0.6249,0.3,neutral
WB: Vietnam’s economy among world’s fastest growing,World Bank (WB) stressed Vietnam’s economic growth again citing its impressive growth rate in the late 2020 period.,2021-01-19,0.7269,0.3,neutral
5 best-selling imported car models in Vietnam 2020,"Imported Mitsubishi Xpander outperformed the locally assembled version, while Toyota Corolla Cross appearing in Vietnam since the third quarter of 2020 also named in the top 5 best-selling imported cars in Vietnam in 2020.",2021-01-19,0.2023,0.125,neutral
Foxconn invests in $270 million project in Bac Giang,Foxconn Singapore PTE Ltd got a license to build a US$ 270 million plant capable of producing eight million laptops and tablets per year in the northern province of Bac Giang on January 18.,2021-01-19,0.3818,0.2,negative
"Vinamilk exports large shipments of seed, condensed milk to China",Vietnamese dairy giant Vinamilk successfully exported large shipments of seed and condensed milk to China during the opening weeks of the year.,2021-01-19,0.4939,0.32142857142857145,neutral
The Economist: Vietnam emerges as attractive Asian destination for foreign investors,"Vietnam has emerged as an attractive destination in Asia for foreign direct investment (FDI), by beating China and India, according to a report by The Economist Intelligence Unit (EIU).",2021-01-18,0.4588,0.25833333333333336,neutral
Vietnam becomes China's sixth largest trading partner in 2020,"Vietnam became China’s sixth-largest trading partner in 2020, up 2 ranks compared to 2019, according to the Ministry of Industry and Trade’s report.",2021-01-18,0.0,0.0,negative
US not impose tariff or sanction on Vietnam’s exports,"The Ministry of Industry and Trade said, in a report dated January 15 released by the United States Trade Representative (USTR) on the investigation of the behavior, policies, and actions of Vietnam related to money undervaluing, sanctions against Vietnam's exports was not mentioned.",2021-01-17,0.4215,0.0,negative
"Vietnamese, Dutch businesses urged to optimise EVFTA",Minister of Industry and Trade Tran Tuan Anh on January 14 urged Vietnamese and Dutch businesses to seek more investment opportunities and bring into full play the EU-Vietnam Free Trade Agreement (EVFTA).,2021-01-15,0.8952,0.4166666666666667,neutral
"Vietnam ships first batch of rice exports for 2021 to Singapore, Malaysia","Vietnam shipped first batch of 1,600-tonne rice to Singapore and Malaysia the Ministry of Agriculture and Rural Development announced on January 13.",2021-01-14,0.0,0.125,negative
Experts: Vietnamese economy set to rebound in 2021,"Thanks to the promotion in private investment and exports, the Vietnamese economyis set to bounce back in 2021, experts said at a forum in Ho Chi Minh City.",2021-01-14,0.4404,0.06666666666666667,positive
"EIU report: Vietnam rises as an alternative to China, beating India","Vietnam’s incentives for international firms for setting up units to manufacture hi-tech products, pool of low-cost workers and proliferation of free trade agreements (the latest one is with the EU) place it at an enviable position among Asian peers, the report suggests.",2021-01-14,0.7717,0.225,neutral
Singaporean seeking more opportunities to invest in Vietnam,"Vietnam is an important market for Singapore, and Singaporean investors are seeking more opportunities to invest in Vietnam, especially in prioritized areas such as innovation, development of smart cities, and startups.",2021-01-14,0.8399,0.22285714285714286,negative
"Outperformed by 40%, Bamboo Airways achieved the highest on-time performance 2 consecutive years","According to newly-released statistics from the Civil Aviation Authority of Vietnam, Bamboo Airways has achieved the highest on-time performance (OTP) rate, compared to other airlines, in the 12 months of 2020. With this achievement, The Airline has successfully preserved its leading position in punctuality for the second year in a row.",2021-01-14,0.5423,0.20833333333333334,neutral
Automobile billionaire Tran Ba Duong takes over HAGL Agrico,HAGL Agrico has announced founder of car manufacturer Truong Hai Auto (Thaco) and Vietnamese billionaire Tran Ba Duong will take over as chairman.,2021-01-13,0.0,0.0,negative
Minister: ICT industry can outstrip GDP growth with domestic production,"Directly producing ICT goods instead of assembling them can allow the sector to outstrip the GDP growth by 2-4 times, according to Vietnam’s information and communications minister.",2021-01-13,0.5423,0.1,negative
"Vietnam, Germany beef up economic links","Germany will make all-out efforts to push ahead with the implementation of trade and industry cooperation deals with Vietnam, including the EU-Vietnam Free Trade Agreement (EVFTA).",2021-01-13,0.7579,0.4,negative
"Inside US Trade: US, Vietnam working to resolve trade issues through consultation and cooperation","The Inside US Trade has recently published an article entitled “US, Vietnam working to avoid imposition of Section 301 tariffs.”",2021-01-11,-0.0258,0.0,negative
"Vietnam begins construction, inauguration on major projects","Vietnam kicked off construction on expanded Hoa Binh hydropower plant on Sunday, at the same time inaugurating upgrading projects on Tan Son Nhat and Noi Bai International airports.",2021-01-11,0.0,0.0,negative
"Vietnam considered as the power ahead in economic growth, said Gulftoday","It is said on Gulftoday that "" Vietnam’s success in curbing the coronavirus so far, while others struggle, is helping the country power ahead in economic growth and attracting major funds"".",2021-01-09,0.8519,0.16562500000000002,neutral
PUBG Mobile global version vs PUBG Mobile Korean (KR) version: How different are the games in 2021? 1,"PUBG Mobile is possibly the most played battle royale game on mobile platforms. It has a few localized adaptations, including Taiwan, Vietnam, and Korea.",2021-01-09,-0.0478,-0.02500000000000001,negative
"Reuters: Keeping coronavirus at bay, Vietnam revs up economy to race ahead of rivals","Vietnam’s success in curbing the coronavirus so far, while its Southeast Asia neighbours struggle, is helping the country power ahead in economic growth and attracting funds, foreign investors, experts and analysts say.",2021-01-09,0.8519,0.11875000000000002,neutral
"Vietnam, US eye harmonious trade balance","Vietnamese ministries and sectors will continue their cooperation with US partners in the time ahead to comprehensively address the concerns of both countries, thus maintaining stable trade ties, towards a harmonious, sustainable, and mutually beneficial trade balance.",2021-01-09,0.7964,0.0,negative
Vietnam imports rice from India for first time. Here is why,"Vietnam, for the first time in decades, has ordered shipments of 70,000 tonnes of 100% broken rice from India to use mostly for animal feed.",2021-01-08,-0.4767,0.11666666666666665,negative
US preliminary affirms no dumping found in most Vietnam's tire exporters,"US Department of Commerce recently announced affirmative preliminary determinations that Vietnamese tire exporters whose turnovers to the US reach 95,5% would not be considered as ""dumping"".",2021-01-08,0.2263,0.3,negative
Russia ramps up imports of Vietnamese peppers,"In the first ten months of 2020, Russia increased pepper imports from major markets including Vietnam, India, and Indonesia, with imports from the country reaching 6,100 tonnes worth US$15.54 million, according to the Russian Federal Customs Service.",2021-01-08,0.5859,0.12250000000000001,negative
Wood industry targets export revenue of US$14 billion in 2021,The forestry sector has set a target of achieving an export revenue of US$14 billion in 2021 despite encountering trade remedy cases and tax evasion lawsuits.,2021-01-07,-0.1531,0.0,negative
Vietnam's rice exports win big despite one-month interuption,"Although the rice export volume decreased by about 3.5% year-on-year, the price of Vietnam's export rice still bounce.",2021-01-07,0.0,-0.4,positive
"160 tonnes of shrimp exports leave port to EU, US and Japan","A batch of 160 tonnes of frozen shrimp products from the Minh Phu Seafood Group left port for the US, Europe and Japan Tuesday, in the Mekong Delta province of Hau Giang.",2021-01-06,0.0,0.0,negative
"Vietnam stock market paid attention internationally by surge of new investors with ""record"" jumps","Vietnam, the region’s small frontier market, has seen a four-fold jump in share trading volumes in December as the benchmark VN-Index surpassed the 1,000-point mark, a threshold it struggled to cross over the last two years, said the Reuters.",2021-01-06,-0.0516,-0.08333333333333333,neutral
Over half of FDI companies in Vietnam report losses in 2019,"Almost 55% of FDI companies in Vietnam reported totaling losses of VND131.400 trillion (US$5.7 billion) in 2019, according to information released by Ministry of Finance.",2021-01-05,-0.4019,0.0,positive
Vietnam begins construction on Long Thanh airport,"Work on the first phase of Long Thanh Airport project which is being developed by Airports Corporation of Vietnam (ACV) in the southern of Dong Nai started Tuesday, January 5.",2021-01-05,0.0,0.07500000000000001,negative
Vietnam buys Indian rice for first time in decades,"Vietnam, the world’s third-biggest exporter of rice, has started buying the grain from rival India for the first time in decades after local prices jumped to their highest in nine years amid limited domestic supplies",2021-01-05,-0.2263,0.044642857142857144,negative
Vietnam economy to grow almost five times among world's 19 largest by 2035,"CEBR’s report estimated by 2035, Vietnam’s nominal GDP is estimated at US$1.59 trillion from the current US$341 billion, a nearly 5-fold increase in a 15-year span.",2021-01-05,0.3182,0.05,negative
Vietnam aviation industry in 2021 faces more further difficulties due to Covid-19 pandemic,The aviation industry in Vietnam is forecasted to face more challenges despite a recovery in the final months of 2020.,2021-01-05,0.1513,0.25,positive
Digital economy set to make up 30 percent of Vietnam’s GDP by 2030,The digital economy is expected to contribute 30 percent of the national gross domestic product (GDP) by 2030.,2021-01-05,-0.4767,-0.025,negative
"Vietnam rice export price hit 9 years peak, Thailand rates dip",Vietnamese rice export prices reached a fresh nine-year high this week thanks to dwindling supplies and continued Philippine buying,2021-01-04,0.6808,0.21999999999999997,neutral
Vietnam's prompt action to take up opportunities and address challenges under RCEP,"The Regional Comprehensive Economic Partnership (RCEP) brings about both opportunities and challenges to Vietnamese enterprises, making prompt action crucial to address existing weaknesses and capitalize on deal-generated advantages.",2021-01-04,0.5994,0.10000000000000002,neutral
"Tax from online ads on Facebook, Google in Vietnam hits US$42.8 million","The total amount of tax paid by individuals who have conducted transactions through Google and Facebook platforms during the 2019-2020 period reached some VND 1 trillion (roughly US$42.8 million), the General Department of Taxation reported.",2021-01-03,0.1027,-0.016666666666666663,negative
US firms express concern about applying tariffs on Vietnamese exports,"Many U.S. businesses and organizations have said the U.S.'s large trade deficit with Vietnam was due to objective factors, not because the Vietnamese dong was pushed down.",2021-01-02,-0.4019,0.08674603174603175,positive
Top 10 outstanding economic events of Vietnam in 2020,"Vietnam being among the few countries to post positive economic growth amidst the pandemic, the signing of the Regional Comprehensive Economic Partnership (RCEP) Agreement, etc are among the top 10 domestic economic events in 2020 as selected by Vietnam News Agency (VNA).",2021-01-01,0.9042,0.16103896103896104,neutral
Vietnam retail sales and service revenue hits over US$ 216.5 billion in 2020,"The unprecedented situation of the Covid-19 pandemic has seriously affected the retail sale and service activities in Vietnam. However, the sector still witnessed an upward trend in 2020.",2020-12-31,-0.3182,0.13333333333333333,positive
Webinar connects Vietnamese startups in Australia,A webinar with the theme of “Resources from Motherland” has taken place in an online format with the aim of connecting the Vietnamese start-up eco-system in Australia.,2020-12-31,0.0,0.0,negative
What is difference between UKVFTA and EVFTA?,"Although the UK-Vietnam Free Trade Agreement (UKVFTA) inherits basic contents from the EU-Vietnam FTA (EVFTA), there remain differences between the two deals, said Vietnamese Trade Counsellor in the UK Nguyen Canh Cuong.",2020-12-31,0.7579,0.2,negative
Singapore is Vietnam’s leading foreign investor in 2020,"Singapore becomes the leading foreign investor of Vietnam this year, with total investment capital of US$9 billion, accounting for 31.5% of the overall.",2020-12-31,0.0,-0.041666666666666664,negative
CEBR: Vietnam to become world’s 19th biggest economy by 2035,"Vietnam’s economy will rank 19th in the world by 2035, according to a report released recently by the UK’s Centre for Economics and Business Research (CEBR).",2020-12-31,0.0,-0.4,negative
Southeast Asia’s largest chicken processing plant operational in Binh Phuoc province,"CPV Food Complex Project- the largest complex of breeding and processing chicken for export in Southeast Asia so far – has been put into operation at Becamex - Binh Phuoc Industrial Park in Chon Thanh district, the southern province of Binh Phuoc.",2020-12-30,0.0,-0.21999999999999997,negative
PM: Vietnam targets economic growth of at least 6.5% in 2021,"The Vietnamese government sets a target of achieving a GDP growth rate of 6.5% or even higher in 2021, Prime Minister Nguyen Xuan Phuc said at a conference between the Government and centrally-run localities on Dec. 29.",2020-12-30,0.3818,0.25,negative
FDI attraction of Vietnam reaches nearly US$30 billion in 2020,"As of December 20, the total foreign direct investment (FDI) into Vietnam reached US$ 28.5 billion, a year-on-year decrease of 25%, according to statistics by the Ministry of Planning and Investment.",2020-12-29,0.1027,-0.008333333333333331,positive
Vietnam and Ukraine raise bilateral trade to US$1 billion,"Vietnam and Ukraine have more room to increase their trade exchanges to billions of dollars in the future. Vietnamese Ambassador to Ukraine Nguyen Hong Thach and Ukrainian Deputy Minister for Economic Development, Trade and Agriculture Taras Kachka agreed to make greater efforts to push bilateral trade to 1 billion USD within the next three years.",2020-12-29,0.7322,0.24,negative
Vietnam among top five markets globally for cost efficiency,"Vietnam is among the top five countries in the world in cost efficiency, according to ManpowerGroup Talent Solutions’ Total Workforce Index (TWI).",2020-12-29,0.7269,0.25,neutral
International media commends Vietnam’s economic growth,"International media has attributed Vietnam’s economic growth at 2.91 percent this year to the country’s success in containing the COVID-19 pandemic, and timely support policies towards people and businesses.",2020-12-29,0.8402,0.16666666666666666,neutral
Handbook to equip Vietnamese firms tips for successful business in Benin,A 65-page handbook on doing business with Benin has been introduced by the Vietnam Trade Office in Algeria. It is considered a helpful source for Vietnamese firms.,2020-12-28,0.4215,0.0,negative
Thailand holds large share of Vietnam’s car imports,Initial statistics from the General Department of Vietnam Customs reveals Thailand has continued to dominate Vietnam’s car import in 2020.,2020-12-28,-0.128,0.02500000000000001,negative
GSO leaders: 2020 is a successful year of Vietnam’s inflation control,"Director-General of the General Statistics Office (GSO) Nguyen Thi Huong has stressed that 2020 is considered a year of success in inflation control, with a high jump in the consumer price index.",2020-12-28,0.3182,0.17,neutral
Vietnamese economic growth in 2020 among world’s highest,"Vietnam has achieved a GDP growth rate of 2.91%, which is considered a great success in the context of the COVID-19 pandemic, said the General Statistics Office (GSO) at a press briefing in Hanoi on December 27.",2020-12-28,0.886,0.38333333333333336,neutral
200 unclaimed containers from China to be auctioned,"Vietnam Customs will auction 200 containers, many of them with counterfeit goods from China, which have remained unclaimed for four months.",2020-12-27,0.0,0.5,negative
Vietnam’s shrimp exports rise amidst COVID-19 pandemic,Shrimp exports are set to increase by 12.4 percent this year to $3.78 billion notwithstanding the major impact of the COVID-19 on the seafood industry.,2020-12-26,0.3182,0.0625,neutral
Vietnam applies five-year anti-dumping duties on China's cold-rolled steel,"Vietnam has imposed anti-dumping duties on some coil or sheet cold-rolled steel products that originated from China for five years starting Dec. 28, with the dumping margin ranging between 4.43 percent and 25.22 percent.",2020-12-26,-0.3818,0.0,negative
Vietnam’s customs revenue projected to reach $13 billion in 2020,"Vietnam’s customs revenue is expected to reach VND315 trillion (US$13.62 billion) by the end of 2020, down 6.8 percent against the estimate.",2020-12-25,0.0258,-0.12777777777777777,positive
Vietnam’s shrimp exports expected to increase by more than 12% in 2020,"According to the Vietnam Association of Seafood Exporters and Producers (VASEP), as of November, Vietnam's shrimp exports reached 3.4 billion USD, an 11.3% year-on-year increase. Shrimp exports are expected to record a vigorous increase of 12.4% to US$3.78 billion this year.",2020-12-25,0.6124,-0.1,neutral
Vietnam’s mask exports continue to surging in November,"Vietnam’s mask exports in November rose by 20.6% compared to the previous month, according to the General Department of Vietnam Customs.",2020-12-24,0.0,0.16111111111111112,negative
WB: Vietnamese economy expected to grow by 6.8 percent next year,"The Vietnamese economy is predicted to expand around 6.8 percent next year and, thereafter, stabilize at 6.5%, according to the latest World Bank’s economic update for Vietnam “Taking Stock” released on December 21.",2020-12-23,0.3182,0.2333333333333333,negative
Brand Finance: Vietnam is the fastest-growing nation brand in 2020 despite Covid-19,"Despite the fact that top 100 nation brands have lost $13.1 trillion of brand value in 2020 amid the Covid-19 pandemic, Vietnam has become the fastest growing nation brand, with its value skyrocketing 29 percent to $319 billion in the latest global rankings.",2020-12-23,0.6124,0.3333333333333333,neutral
Thái Bình - The 22-year journey of sustainable development,"Over the past 22 years, Thai Binh Investment and Trade Joint Stock Company has participated in trade activities between Vietnam and Cuba, and Thai Binh has built a solid relationship with major importers and distributors in Cuba.",2020-12-23,0.1531,-0.0625,neutral
Wood exports in Vietnam to outreach 12 billion USD in 2020,"Wood exports in Vietnam have gained positive results and may hit over 12 billion USD, despite impacts of the COVID-19 pandemic as well as risks from export markets, Zing reported.",2020-12-22,0.7351,0.22727272727272727,neutral
Vietnam’s economic growth touted by German media,"The positive growth in the economy has been highlighted in Germany's daily Jungle Welt, which says the domestic demands and stronger government investments are to thank for.",2020-12-21,0.8834,0.07575757575757576,neutral
Vietnam welcoming wave of investment shift in 2020,"Vietnam sees positive signs of investment shifts in 2020, but grasping that opportunity remains a challenge for the country.",2020-12-21,0.7543,0.22727272727272727,positive
Vietnamese steel exports to China surge 12 times in ten months,"Vietnam’s steel exports to China surged 12 times between January and October, according to statistics by the Vietnam Steel Association (VSA).",2020-12-21,0.0,0.0,neutral
"Online exchanges connect Vietnam, Egypt enterprises amid COVID-19","According to Vietnamese Ambassador to Egypt Tran Thanh Cong, amid the global spread of the COVID-19 pandemic, the Vietnamese Embassy is in the process of looking for a new way to connect enterprises from the two sides.",2020-12-20,0.0,0.06818181818181818,negative
HSBC: Vietnam still only ASEAN country to evidence positive growth,"Vietnam is still the only ASEAN country to evidence positive growth this year, and the country continues to be among the world’s most attractive emerging economies.",2020-12-19,0.8553,0.38181818181818183,neutral
Why Foxconn supposes to move some parts of production from China to Vietnam?,"Foxconn, the primary assembler of Apple devices is planning to swift a part of their production (Ipad, Macbook) from China to Vietnam under the request of Apple to avoid possible risks from the US- China trade war, according to some sources.",2020-12-18,-0.7506,0.2,negative
Thai conglomerate to purchase Vietnam’s packaging firm,"TCG Solutions Pte, a subsidiary of Thai conglomerate Siam Cement Group (SCG), has planned to buy over 12 million shares or 94.11% stake of Bien Hoa Packaging (Sovi).",2020-12-18,0.4404,0.0,negative
Exports- highlight of Vietnamese economy amidst COVID-19,"According to Deputy Minister of Industry and Trade Do Thang Hai, in the first 11 months of 2020, Vietnam hit a record trade surplus of 20.1 billion USD. Amidst the COVID-19 pandemic, exports have turned out a highlight and key foundation for the country’s economy to start a new year.",2020-12-17,0.34,0.12878787878787878,neutral
What prosperity of “Made in Vietnam” products on Amazon?,"The COVID-19 pandemic has certainly accelerated the development of cross-border e-commerce, and Vietnamese online sellers need to be prepared to capitalise on the new opportunities to promote the future of ""Made in Vietnam"" products worldwide.",2020-12-17,0.8176,0.11688311688311688,negative
Vietnam Export Promotion Forum 2020: Towards sustainable export,"On December 16, Vietnam Export Promotion Forum 2020 with the theme “Trade promotion for sustainable export development in the context of implementing EVFTA, CPTPP and other new generation FTAs” was taken place in Hanoi.",2020-12-17,0.0,0.005681818181818177,negative
Vietnamese clam become the world first to receive ASC certificate,Clam (Meretrix lyrate) in the Northern Province of Nam Dinh has become the first in the world to be granted the Aquaculture Stewardship Council (ASC) certificate.,2020-12-16,0.25,0.25,negative
TIPS and STEPS to DOWNLOAD PUBG Mobile Lite Update 0.20.0 global version,"PUBG Mobile Lite 0.20.0 global version update (Season 19): PUBG has been quite catching on recently, especially with the new update. The article provides you two step-by-step ways on how to download PUBG Mobile Lite 0.20.0 version.",2020-12-16,0.0,0.18409090909090908,negative
Vietnam’s door to export rice to UK market wide open,The impending UK-Vietnam Free Trade Agreement (UKVFTA)’s incentives might assist Vietnamese rice exporters in increasing their market share in the UK.,2020-12-16,0.875,0.4,neutral
Foreign firms pour more money to take stakes in Vietnamese pharmaceutical firms,Foreign firms are increasingly pouring amount of money to take stakes in Vietnamese pharmaceutical firms.,2020-12-16,0.0,-0.125,negative
Grab incurs heavy loss in Vietnam despite growing revenues,"Grab made debut in the Vietnamese transportation market in 2014 with GrabTaxi Co., Ltd as the first legal entity. By October 2014, the company launched the GrabBike service and began recruiting motorbikers to further operate its transport connection business model.",2020-12-15,0.25,0.15,negative
Japanese centre: Vietnam poised to achieve upper-middle-income status,"Vietnam is poised to achieve upper middle-income status in 2023, with income per capita headed for US$ 11,000 in 2035.",2020-12-15,0.25,0.0,neutral
US helps Vietnam advance clean energy deployment,The United States Agency for International Development (USAID) will support Vietnam Electricity (EVN)’s efforts to expand rooftop solar (RTS) energy generation in Vietnam.,2020-12-15,0.836,0.0,negative
"Vietnam, RoK to lift mandatory quarantine for short-term entry from Jan 1","Vietnam and the Republic of Korea (RoK) have agreed on quarantine-free procedures for short visits of fewer than 14 days for the purposes of investment, trade or diplomacy, according to an announcement of the Ministry of Foreign Affairs.",2020-12-15,0.2732,-0.0625,negative
Which economic sectors are predicted to grow in Vietnam next year?,"Industrial, housing real estate, fishery- livestock, power, and steel are forecasted to post growth in 2021 by FiinGroup, Vietnam's leading service provider of financial technology and data analytics.",2020-12-14,0.3818,0.1,neutral
ADB lifts Vietnam’s economic growth forecast to 2.3% this year,"The Asian Development Bank (ADB) has raised its forecast for Vietnam's economic growth from 1.8% to 2.3% in 2020, thanks to the promotion of public investment, the revival of domestic consumption, the increase in trade exchanges, and the rapid recovery of neighboring countries.",2020-12-13,0.7783,0.08,neutral
"India’s third- largest corp plans to hire 8,000 workers in Vietnam",One of the three larges tecnology groups in India is planning to set an office in Vietnam and starts developing in the market in the upcoming January of 2021. The information was stated after Vietnamese Deputy Minister of Information and Communications Phan Tam received Vice President of HCL Technologies Group Sanjay Gupta earlier this week.,2020-12-11,0.0,0.0,negative
Japanese enterprises seek investment opportunities in Vietnam,A business forum in Tokyo on December 9 was jointly hosted by the Vietnamese Embassy in Japan and the International Friendship Exchange Council (FEC) to introduce the current Vietnamese investment environment.,2020-12-10,0.4404,0.0,negative
"Brawl Stars esports plans in 2021 unveiled: More regions, more teams","Supercell, the Finnish developer and publisher of Brawl Stars has announced its plan to launch the game esports in 2021, which is expected to expand with more seasons and regions leading up to the Brawl Stars World Finals 2021. Besides, the patch notes of season 4 of Brawl Stars feature a new character - Lou and features bug fixes.",2020-12-09,0.3182,0.03409090909090909,negative
Sweden proposed funding worth $2 billion in order to build up aviation projects in Vietnam,"The financial institutions of Sweden proposed funding worth $2 billion in order to build up aviation projects in Vietnam, including Long Thanh International Airport development.",2020-12-09,0.2263,0.0625,negative
Vietnam to purchase more power from Laos,Vietnam Electricity (EVN) has signed three memoranda of understanding with investors of power projects in Laos to develop and purchase electricity from the neighbouring country.,2020-12-08,0.0,0.0,negative
EVFTA offers ample room for Vietnam-Netherlands cooperation in fashion industry,"With the implementation of the EU-Vietnam Free Trade Agreement (EVFTA), trade ties between Vietnam and the Netherlands, especially in the fashion industry, are expected to grow strongly in the time ahead.",2020-12-07,0.8225,0.18333333333333335,neutral
